100	644
120	790
144	1079
172	1716
206	2151
247	1665
296	2649
355	2371
426	4027
511	4411
613	5486
735	3337
882	8333
1058	3520
1269	11006
1522	4816
1826	4226
2191	8492
2629	6614
3154	16138
3784	17956
4540	5296
5448	24244
6537	48215
7844	18150
9412	21027
11294	40057
13552	31442
16262	44122
19514	18994
23416	35381
28099	30817
33718	36342
40461	73883
48553	76171
58263	606784
69915	124978
83898	99970
