100	33.7
120	36.508
144	42.965
172	40.343
206	47.947
247	46.988
296	48.473
355	50.403
426	57.239
511	56.483
613	63.829
735	64.268
882	66.313
1058	69.653
1269	74.1
1522	76.839
1826	80.008
2191	84.627
2629	88.543
3154	91.08
3784	94.811
4540	98.915
5448	103.215
6537	106.508
7844	110.981
9412	114.399
11294	118.712
13552	125.399
16262	128.536
19514	133.083
23416	136.253
28099	141.952
33718	146.586
40461	150.576
48553	155.632
58263	160.418
69915	166.019
83898	170.992
