100	59
120	60
144	62
172	71
206	76
247	84
296	96
355	119
426	101
511	141
613	128
735	136
882	161
1058	159
1269	178
1522	169
1826	168
2191	222
2629	197
3154	223
3784	242
4540	245
5448	278
6537	295
7844	334
9412	296
11294	347
13552	334
16262	423
19514	341
23416	435
28099	357
33718	419
40461	383
48553	497
58263	511
69915	452
83898	536
