100	1112
120	1261
144	1261
172	1261
206	2098
247	2098
296	2363
355	3368
426	3368
511	3368
613	5913
735	5913
882	10528
1058	10528
1269	10528
1522	21088
1826	21088
2191	21088
2629	32877
3154	32877
3784	32877
4540	57477
5448	57477
6537	57562
7844	101241
9412	101241
11294	101241
13552	177815
16262	177815
19514	308954
23416	308954
28099	308954
33718	537123
40461	537123
48553	537123
58263	936107
69915	936107
83898	936107
